prod,insp,date,buydate,ingr_A,ingr_B,ingr_C,wtcd,gram,origin,label,A_P,B_P,C_P,ingr_extra,extra_P,duration,date_month,buydate_month,buydate_season,buydate_year
KCMD,L,2023-05-21,2023-06-03,128.3202,6.0309,6.5339,F3,495.0,오포,0,0.2592327272727273,0.012183636363636364,0.01319979797979798,354.115,0.7153838383838385,13,5,6,Summer,2023
GBMD,P,2023-05-01,2023-05-19,127.8838,6.4061,5.8074,F2,704.14,오포,0,0.18161700798136735,0.009097764649075468,0.008247507597920868,564.0427,0.8010377197716363,18,5,5,Spring,2023
KCMD,L,2023-04-29,2023-10-08,327.3222,5.7133,6.3341,F3,696.09,오포,1,0.4702297116752144,0.00820770302690744,0.009099541725926245,356.72040000000004,0.5124630435719519,162,4,10,Fall,2023
KCMD,C,2023-05-24,2023-06-11,131.4945,7.4353,6.2387,F3,521.21,수성,0,0.25228698605168737,0.014265459219892173,0.011969647550891194,376.04150000000004,0.7214779071775292,18,5,6,Summer,2023
JJBB,L,2023-04-22,2023-05-25,320.6704,5.8605,6.0398,F3,1979.8,오포,1,0.16197110819274674,0.0029601474896454186,0.003050712193150823,1647.2293,0.832018032124457,33,4,5,Spring,2023
KCMD,C,2023-04-20,2023-06-27,317.4985,6.3379,6.5101,F3,697.49,산천,0,0.45520150826535144,0.009086725257709788,0.009333610517713515,367.1435,0.5263781559592252,68,4,6,Summer,2023
KCMD,P,2023-05-24,2023-08-23,128.7229,7.2149,6.3284,F3,524.46,창하,0,0.24543892765892536,0.013756816535102771,0.01206650650192579,382.1938,0.728737749304046,91,5,8,Summer,2023
GGMD,L,2023-05-25,2023-06-03,130.5572,6.1252,6.0754,F3,2491.69,산천,0,0.05239704778684347,0.00245825122707881,0.0024382647921691704,2348.9322,0.9427064361939086,9,5,6,Summer,2023
KCMD,L,2023-04-02,2024-01-29,322.9344,5.4196,5.702,F3,705.27,산천,0,0.45788761750818835,0.007684432912218016,0.008084846938052094,371.214,0.5263431026415415,302,4,1,Winter,2024
KCMD,P,2023-05-03,2023-06-16,128.0202,6.6935,6.267,F3,521.91,창하,0,0.24529171696269472,0.012825008143166448,0.01200781743978847,380.9293,0.7298754574543505,44,5,6,Summer,2023
KCMD,K,2023-06-05,2023-10-07,394.3351,6.1794,6.8229,F3,789.19,수성,0,0.49967067499588186,0.007830053599260001,0.008645446597143907,381.85260000000005,0.4838538248077143,124,6,10,Fall,2023
JJBB,K,2023-06-21,2023-08-12,393.8222,6.4795,6.7585,F3,2044.18,오포,1,0.19265534346290444,0.003169730649942764,0.0033062156952910213,1637.1198,0.8008687101918617,52,6,8,Summer,2023
KCMD,L,2023-05-27,2023-06-12,130.9755,6.9529,6.08,F2,503.3,오포,0,0.26023345916948143,0.013814623484999006,0.012080270216570634,359.2916,0.7138716471289489,16,5,6,Summer,2023
GBMD,K,2023-05-08,2023-05-17,128.5726,6.7053,6.0077,F3,725.94,창하,0,0.17711188252472654,0.009236713777998182,0.00827575281703722,584.6544000000001,0.8053756508802381,9,5,5,Spring,2023
KCMD,K,2023-04-26,2023-06-07,321.3504,6.9843,6.345,F2,706.46,창하,0,0.45487416131132685,0.009886334682784588,0.008981400220819296,371.7803,0.5262581037850692,42,4,6,Summer,2023
GGMD,C,2023-04-07,2023-07-02,320.5849,7.593937499999999,5.8892,F3,2697.3,창하,0,0.11885400215029844,0.0028153848292737176,0.002183368553738924,2363.2319625,0.8761472444666889,86,4,7,Summer,2023
JJBB,K,2023-05-10,2023-05-20,128.5168,5.9961,5.9618,F3,1836.76,창하,1,0.06996929375639713,0.0032644983558004314,0.003245824168644788,1696.2853,0.9235203837191577,10,5,5,Spring,2023
KCMD,K,2023-04-28,2023-05-04,309.2172,5.989,6.3528,F2,690.34,수성,0,0.44792015528580115,0.008675435292754295,0.009202421994959006,368.78100000000006,0.5342019874264856,6,4,5,Spring,2023
KCMD,K,2023-05-03,2023-07-13,127.9691,7.3699,5.6275,F3,510.93,산천,0,0.25046307713385396,0.014424480848648544,0.011014228955042766,369.9635,0.7240982130624547,71,5,7,Summer,2023
JJBB,P,2023-05-21,2023-09-23,0.0,6.5605,5.5529,F3,1836.22,산천,0,0.0,0.0035728289638496478,0.0030240929736088267,1824.1066,0.9934030780625416,125,5,9,Fall,2023
KCMD,C,2023-06-22,2023-07-13,395.5345,6.4191,6.694,F2,769.4,오포,0,0.5140817520145567,0.008342994541200936,0.00870028593709384,360.75239999999997,0.4688749675071484,21,6,7,Summer,2023
KCMD,Y,2023-05-21,2023-07-10,131.5325,5.8528,5.3807,F3,517.56,수성,0,0.2541396166628024,0.011308447329778192,0.010396282556611795,374.794,0.7241556534508077,50,5,7,Summer,2023
KCMD,C,2023-05-20,2023-08-28,131.529,7.2172,5.7859,F3,521.58,수성,0,0.2521741631197515,0.013837187008704321,0.011093025039303653,377.0479,0.7228956248322405,100,5,8,Summer,2023
JJBB,C,2023-05-10,2023-05-28,131.525,6.6977,6.7747,F2,1783.83,수성,0,0.07373180179725647,0.003754673931932976,0.003797839480219528,1638.8326,0.9187156847905911,18,5,5,Spring,2023
KCMD,K,2023-06-10,2023-06-23,397.9777,6.3179,6.8532,F3,785.23,수성,0,0.5068294639787069,0.008045922850629751,0.00872763394164767,374.08119999999997,0.47639697922901564,13,6,6,Summer,2023
GBMD,K,2023-06-01,2023-08-15,401.1248,6.4661,6.8345,F3,996.34,창하,0,0.4025983098139189,0.006489852861472991,0.006859606158540257,581.9146000000001,0.5840522311660679,75,6,8,Summer,2023
GBMD,L,2023-06-29,2023-08-30,391.8593,5.9896,6.8983,F3,969.32,산천,0,0.4042620600008253,0.006179177155119052,0.007116638468204514,564.5728,0.5824421243758511,62,6,8,Summer,2023
GBMD,Y,2023-06-14,2023-11-15,396.7318,6.2743,6.6084,F2,973.24,오포,0,0.407640253174962,0.006446816818051046,0.006790103160577041,563.6255,0.5791228268464099,154,6,11,Fall,2023
KCMD,C,2023-05-03,2023-05-14,131.5811,5.6202,6.4331,F3,520.56,수성,1,0.2527683648378669,0.010796449976947902,0.012358037498078992,376.9255999999999,0.7240771476871061,11,5,5,Spring,2023
KCMD,L,2023-06-16,2023-07-10,396.0006,6.2254,6.6614,F2,777.14,산천,0,0.5095614689759889,0.00801065445093548,0.008571685925315903,368.2526,0.4738561906477597,24,6,7,Summer,2023
KCMD,K,2023-05-02,2023-05-07,128.0081,6.1313,6.667,F3,489.15,오포,0,0.26169498108964534,0.012534600838188695,0.013629765920474293,348.3435999999999,0.7121406521516915,5,5,5,Spring,2023
GBMD,C,2023-05-11,2023-05-15,131.5592,7.0846,6.1126,F3,702.26,산천,0,0.18733688377523994,0.010088286389656254,0.008704183635690485,557.5036,0.7938706461994134,4,5,5,Spring,2023
KCMD,L,2023-06-16,2023-06-28,397.9738,5.9394,6.7461,F1,746.86,창하,0,0.5328626516348445,0.007952494443403048,0.009032616554642102,336.20070000000004,0.45015223736711035,12,6,6,Summer,2023
KCMD,C,2023-05-29,2023-08-15,131.5068,7.0192,5.5889,F1,504.42,산천,0,0.26070893303199716,0.013915387970342174,0.011079854089845763,360.30510000000004,0.714295824907815,78,5,8,Summer,2023
KCMD,L,2023-05-20,2023-06-13,127.7621,7.593937499999999,5.3647,F2,495.45,오포,0,0.2578708245029771,0.01532735392067817,0.010827934201231204,354.7292625,0.7159738873751136,24,5,6,Summer,2023
KCMD,Y,2023-06-15,2023-06-24,398.7231,6.313,6.819,F2,794.42,창하,1,0.5019046600035246,0.007946678079605246,0.008583620754764482,382.56489999999997,0.4815650411621057,9,6,6,Summer,2023
JJBB,L,2023-04-16,2023-07-04,318.9796,6.7109,6.3985,F3,1975.54,수성,0,0.16146451096915274,0.0033969952519311173,0.0032388612733733565,1643.451,0.8318996325055428,79,4,7,Summer,2023
GBMD,L,2023-06-16,2023-07-12,397.1028,6.1929,6.8081,F1,976.28,오포,0,0.4067509321096407,0.006343364608513951,0.006973511697463842,566.1761999999999,0.5799321915843815,26,6,7,Summer,2023
KCMD,K,2023-05-23,2023-10-24,128.0894,6.9914,6.4126,F3,520.64,수성,0,0.24602297172710513,0.013428472649047327,0.012316763982790413,379.1466,0.7282317916410571,154,5,10,Fall,2023
KCMD,L,2023-04-29,2023-06-15,322.5329,7.593937499999999,5.9287,F1,700.01,산천,1,0.46075470350423564,0.010848327166754759,0.008469450436422337,363.95446250000003,0.5199275188925873,47,4,6,Summer,2023
KCMD,K,2023-05-01,2023-06-15,128.8785,7.593937499999999,5.7178,F3,524.9,수성,0,0.24552962469041723,0.014467398552105161,0.010893122499523721,382.70976249999995,0.7291098542579538,45,5,6,Summer,2023
KCMD,K,2023-05-24,2023-06-26,128.7399,6.937,6.1121,F3,522.17,수성,0,0.24654786755271274,0.01328494551582818,0.011705191795775323,380.381,0.7284619951356838,33,5,6,Summer,2023
KCMD,C,2023-06-24,2023-07-01,396.0728,6.3833,6.7435,F3,778.77,수성,1,0.5085876446190788,0.008196643424887965,0.008659167661825699,369.5704,0.47455654429420757,7,6,7,Summer,2023
KCMD,C,2023-06-09,2023-06-28,397.9754,6.4801,6.4613,F3,779.08,산천,1,0.510827386147764,0.008317631052010064,0.008293500025671304,368.1632000000001,0.4725614827745547,19,6,6,Summer,2023
KCMD,K,2023-04-19,2023-04-24,323.1814,5.6826,6.5198,F3,685.89,오포,0,0.4711854670573999,0.008285001968245637,0.00950560585516628,350.50620000000004,0.5110239251191883,5,4,4,Spring,2023
GBMD,Y,2023-05-21,2023-06-21,131.5159,5.6669,6.7157,F2,709.92,오포,1,0.1852545357223349,0.007982448726617084,0.009459798287130944,566.0215,0.7973032172639171,31,5,6,Summer,2023
KCMD,L,2023-04-22,2023-11-09,317.3529,6.5638,5.9614,F3,690.86,산천,1,0.4593592044697912,0.009500911906898647,0.008628955215238978,360.9819,0.5225109284080711,201,4,11,Fall,2023
JJBB,C,2023-04-26,2023-06-10,326.1958,5.6499,6.1059,F3,1991.73,수성,0,0.16377511008018156,0.0028366796704372577,0.003065626365019355,1653.7784,0.8303225838843618,45,4,6,Summer,2023
GBMD,C,2023-04-10,2023-06-17,323.8011,6.2421,5.7703,F2,914.34,창하,0,0.35413642627468994,0.006826891528315506,0.0063108909158518705,578.5264999999999,0.6327257912811426,68,4,6,Summer,2023
GBMD,L,2023-04-09,2023-04-11,317.4647,5.4873,6.0514,F3,986.18,수성,0,0.32191354519458926,0.005564197205378329,0.00613620231600722,657.1766,0.6663860552840253,2,4,4,Spring,2023
KCMD,L,2023-06-18,2023-07-23,408.4152,6.1718,6.6682,F3,799.55,창하,0,0.510806328559815,0.007719091989243951,0.008339941216934526,378.2947999999999,0.47313463823400653,35,6,7,Summer,2023
KCMD,C,2023-04-26,2023-05-03,316.6946,6.3461,5.7339,F3,670.53,창하,0,0.4723048931442292,0.009464304356255499,0.00855129524406067,341.7554,0.5096795072554546,7,4,5,Spring,2023
JJBB,C,2023-04-23,2023-04-27,329.0099,7.2261,6.318,F2,2036.51,산천,0,0.16155574978762688,0.0035482762176468566,0.0031023663031362475,1693.9560000000001,0.83179360769159,4,4,4,Spring,2023
JJBB,L,2023-06-12,2023-06-15,397.6797,6.3286,6.632,F1,2103.52,산천,1,0.18905439453867803,0.0030085761010116376,0.0031528105271164523,1692.8797,0.8047842188331938,3,6,6,Summer,2023
JJBB,K,2023-05-28,2023-06-06,129.6095,7.4366,6.1278,F3,1783.24,오포,0,0.07268202821829928,0.004170274332114578,0.0034363293779861373,1640.0661,0.9197113680716,9,5,6,Summer,2023
KCMD,L,2023-05-01,2023-05-04,129.987,5.8374,6.4137,F2,513.67,수성,0,0.25305546362450604,0.011364105359472035,0.012486031888177236,371.4318999999999,0.7230943991278447,3,5,5,Spring,2023
KCMD,K,2023-06-18,2023-07-30,396.9966,6.2754,6.6937,F2,758.45,오포,0,0.5234314720812182,0.008273979827279319,0.008825499373722723,348.4843000000001,0.45946904871777977,42,6,7,Summer,2023
JJBB,L,2023-04-03,2023-04-19,317.751,5.6031,6.8738,F3,1976.81,창하,0,0.16073927185718404,0.0028344150424168234,0.0034772183467303383,1646.5821,0.8329490947536689,16,4,4,Spring,2023
KCMD,L,2023-04-20,2023-06-02,314.7551,5.9363,6.6402,F3,701.96,산천,0,0.4483946378711038,0.008456749672346003,0.009459513362584762,374.6284,0.5336890990939654,43,4,6,Summer,2023
GBMD,C,2023-04-24,2023-05-01,314.3962,7.1492,6.2662,F3,895.03,오포,0,0.35126889601465877,0.007987665217925656,0.007001106108175146,567.2184,0.6337423326592405,7,4,5,Spring,2023
KCMD,L,2023-05-26,2023-10-22,128.0473,7.5401,5.9859,F3,524.01,창하,0,0.24436041296921815,0.014389229213182954,0.01142325528138776,382.4367,0.7298271025362111,149,5,10,Fall,2023
JJBB,K,2023-04-17,2023-06-19,311.6793,7.0223,5.8834,F3,1969.23,수성,0,0.15827470635730717,0.003566013111723872,0.0029876652295567304,1644.645,0.8351716153014123,63,4,6,Summer,2023
KCMD,L,2023-06-13,2023-11-12,395.0048,6.3012,6.9347,F3,748.48,창하,1,0.5277426250534416,0.008418661821291149,0.009265043822146216,340.2393,0.454573669303121,152,6,11,Fall,2023
KCMD,K,2023-04-25,2023-05-18,316.593,5.7192,6.0053,F3,671.9,창하,0,0.4711906533710374,0.008511980949546064,0.008937788361363299,343.5825,0.5113595773180533,23,4,5,Spring,2023
JJBB,L,2023-05-28,2023-06-20,130.764,7.1557,6.0734,F1,1835.54,산천,0,0.07124007104176429,0.0038984168146703425,0.003308781067151901,1691.5469,0.9215527310764136,23,5,6,Summer,2023
GBMD,L,2023-04-22,2023-04-28,327.536,7.0536,6.0152,F3,907.53,오포,1,0.360909281235882,0.007772305047767016,0.006628100448470024,566.9251999999999,0.6246903132678808,6,4,4,Spring,2023
JJBB,L,2023-06-15,2023-06-26,402.1308,6.0994,6.6644,F1,2110.34,창하,0,0.19055261237525706,0.0028902451737634694,0.0031579745443862123,1695.4454,0.8033991679065933,11,6,6,Summer,2023
KCMD,C,2023-04-18,2023-07-12,324.8868,6.3661,5.737,F2,684.18,오포,0,0.4748557397176182,0.009304715133444417,0.008385220263673302,347.1900999999999,0.507454324885264,85,4,7,Summer,2023
GBMD,K,2023-05-10,2023-05-25,128.3109,7.0098,5.7697,F3,714.35,창하,0,0.17961909428151465,0.00981283684468398,0.00807685308322251,573.2596,0.8024912157905788,15,5,5,Spring,2023
KCMD,L,2023-04-27,2023-05-03,318.2609,7.593937499999999,5.8853,F3,714.26,창하,0,0.44558130092683335,0.010631895248228935,0.008239716629798673,382.51986250000004,0.5355470871951391,6,4,5,Spring,2023
JJBB,C,2023-04-04,2023-04-13,312.3275,5.9139,5.8758,F2,1978.63,오포,0,0.15785038132445176,0.002988886249576727,0.0029696305019129396,1654.5128,0.8361911019240585,9,4,4,Spring,2023
KCMD,Y,2023-06-11,2023-06-12,404.9162,6.2915,6.5943,F3,800.59,창하,1,0.505772242970809,0.007858579297767896,0.008236800359734694,382.78800000000007,0.47813237737168846,1,6,6,Summer,2023
GBMD,C,2023-06-06,2023-07-01,406.3745,6.1556,6.9539,F2,979.79,산천,0,0.4147567335857684,0.006282570754957695,0.00709733718449872,560.306,0.5718633584747753,25,6,7,Summer,2023
KCMD,Y,2023-06-28,2023-07-16,403.9283,6.2747,6.7479,F2,796.41,수성,0,0.5071863738526639,0.007878730804485128,0.008472897125852261,379.4591,0.47646199821699875,18,6,7,Summer,2023
KCMD,L,2023-05-15,2023-05-28,131.0132,5.6201,5.964,F3,487.97,창하,0,0.2684861774289403,0.011517306391786379,0.012222062831731459,345.3727,0.7077744533475419,13,5,5,Spring,2023
JJBB,Y,2023-06-06,2023-07-19,400.0865,6.6603,6.7541,F2,2056.09,오포,0,0.19458608329401922,0.003239303726976932,0.0032849242980608822,1642.5891000000001,0.798889688680943,43,6,7,Summer,2023
KCMD,Y,2023-04-10,2023-08-25,310.5359,7.1973,6.3563,F3,706.69,창하,0,0.43942308508681316,0.010184522209172339,0.008994467163820062,382.60050000000007,0.5413979255401945,137,4,8,Summer,2023
KCMD,C,2023-05-14,2023-06-06,131.5574,7.0155,5.3783,F3,504.82,오포,1,0.2606025910225427,0.013897032605681234,0.010653896438334457,360.86879999999996,0.7148464799334415,23,5,6,Summer,2023
KCMD,K,2023-05-25,2023-06-08,127.9627,5.9816,6.7338,F3,504.83,산천,0,0.25347681397698235,0.011848741160390627,0.013338747697244616,364.15189999999996,0.7213356971653824,14,5,6,Summer,2023
KCMD,K,2023-05-04,2023-05-21,128.216,5.6776,6.1213,F3,514.21,수성,0,0.2493455981019428,0.011041403317710662,0.011904280352385211,374.1951,0.7277087182279613,17,5,5,Spring,2023
JJBB,K,2023-06-11,2023-07-12,398.0142,5.9459,6.6742,F3,2109.82,산천,1,0.1886484155046402,0.002818202500687262,0.0031633978254069065,1699.1857000000002,0.8053699841692656,31,6,7,Summer,2023
GGMD,Y,2023-05-04,2023-05-28,131.5159,6.0701,6.3172,F2,2497.07,산천,0,0.052668086997961605,0.0024308890019102388,0.0025298449783145846,2353.1668,0.9423711790218134,24,5,5,Spring,2023
JJBB,C,2023-04-18,2023-05-12,322.6002,5.8226,5.7722,F2,1976.11,오포,1,0.16325012271584072,0.0029464958934472276,0.002920991240366174,1641.915,0.8308823901503459,24,4,5,Spring,2023
KCMD,L,2023-06-27,2023-09-07,394.9607,6.2898,6.7029,F1,751.88,창하,1,0.5252975208809916,0.008365430653827739,0.008914853434058626,343.9266,0.457422195031122,72,6,9,Fall,2023
JJBB,Y,2023-04-15,2023-06-05,327.7585,6.3848,6.1082,F2,1979.27,수성,0,0.1655956489008574,0.003225835787942019,0.003086087294810713,1639.0185,0.8280924280163898,51,4,6,Summer,2023
KCMD,P,2023-06-13,2023-08-29,396.9749,6.3468,6.8012,F2,766.59,오포,0,0.5178451323393208,0.008279262708879583,0.008872017636546263,356.4671000000001,0.4650035873152533,77,6,8,Summer,2023
GBMD,K,2023-05-19,2023-08-10,128.0628,5.8069,6.0397,F3,705.66,산천,0,0.18147946603180004,0.008229033812317547,0.008558937732052263,565.7506,0.8017325624238302,83,5,8,Summer,2023
KCMD,L,2023-06-17,2023-12-01,398.0094,6.3402,6.6829,F3,762.24,오포,0,0.522157588161209,0.008317852644836272,0.008767448572628043,351.2075,0.46075711062132657,167,6,12,Winter,2023
GBMD,L,2023-04-28,2023-07-07,327.0689,7.5775,5.8702,F3,901.6,산천,0,0.3627649733806566,0.008404503105590062,0.006510869565217391,561.0834,0.622319653948536,70,4,7,Summer,2023
KCMD,K,2023-06-27,2023-07-31,399.8367,6.4045,6.7514,F3,776.55,산천,0,0.5148885454896659,0.008247376215311313,0.008694095679608526,363.5574,0.4681699826154143,34,6,7,Summer,2023
GGMD,K,2023-04-28,2023-05-29,325.6699,5.7953,6.4254,F3,2692.33,창하,1,0.12096210345685707,0.002152522164816349,0.002386557368524661,2354.4393999999998,0.8744988170098018,31,4,5,Spring,2023
KCMD,L,2023-04-14,2023-06-21,315.8063,6.3308,5.7829,F1,677.26,오포,0,0.4662999438915631,0.009347665593715856,0.008538670525352154,349.34,0.5158137199893689,68,4,6,Summer,2023
KCMD,L,2023-04-18,2023-04-23,324.4648,6.1103,5.9403,F3,674.41,창하,0,0.48110911759908664,0.009060215595854154,0.00880814341424356,337.89459999999997,0.5010225233908157,5,4,4,Spring,2023
KCMD,K,2023-06-06,2023-07-07,397.1429,6.0958,6.739,F3,776.72,산천,0,0.511307678442682,0.007848130600473787,0.00867622824183747,366.74230000000006,0.4721679627150068,31,6,7,Summer,2023
KCMD,L,2023-04-21,2023-05-05,316.1689,6.0322,5.9576,F3,673.16,오포,0,0.46967867966011057,0.008961019668429496,0.008850199061144454,345.00129999999996,0.5125101016103155,14,4,5,Spring,2023
KCMD,C,2023-04-01,2023-05-02,329.6519,6.7417,6.3682,F3,718.83,수성,1,0.4585950781130448,0.009378712630246372,0.008859118289442566,376.06820000000005,0.5231670909672663,31,4,5,Spring,2023
KCMD,C,2023-06-15,2023-06-18,399.3469,6.2734,6.8082,F3,792.24,수성,0,0.504073134403716,0.00791856003231344,0.008593607997576492,379.8115,0.47941469756639404,3,6,6,Summer,2023
KCMD,Y,2023-05-27,2023-06-08,131.6035,7.4441,7.1254,F3,491.63,창하,0,0.26768809877346783,0.015141671582287491,0.01449341984825987,345.457,0.7026768097959848,12,5,6,Summer,2023
JJBB,K,2023-05-05,2023-10-07,127.8443,5.8321,5.9767,F3,1779.74,오포,0,0.07183313292952903,0.003276939328216481,0.0033581871509321586,1640.0869,0.9215317405913224,155,5,10,Fall,2023
GBMD,K,2023-05-22,2023-07-03,128.8597,5.7574,5.9253,F3,701.16,산천,0,0.18378073478236068,0.0082112499286896,0.008450710251583091,560.6176,0.7995573050373668,42,5,7,Summer,2023
KCMD,K,2023-05-20,2023-07-14,128.4769,5.7935,5.6362,F3,480.8,창하,0,0.267214850249584,0.012049708818635606,0.011722545757071547,340.89340000000004,0.7090128951747089,55,5,7,Summer,2023
JJBB,K,2023-06-27,2023-10-02,398.5494,6.458,6.7306,F3,2064.8,수성,0,0.19302082526152653,0.0031276636962417666,0.0032596861681518786,1653.0620000000001,0.8005918248740798,97,6,10,Fall,2023
KCMD,P,2023-04-22,2023-04-23,321.6774,6.2368,6.0838,F3,703.32,산천,0,0.4573699027469714,0.008867656258886423,0.008650116589887959,369.32200000000006,0.5251123244042541,1,4,4,Spring,2023
GGMD,C,2023-04-20,2023-06-03,319.6141,5.5942,5.481,F2,2676.99,창하,0,0.11939308701190518,0.002089735112944016,0.0020474488137796555,2346.3007,0.8764697290613711,44,4,6,Summer,2023
KCMD,L,2023-05-19,2023-06-12,130.3621,5.733,5.8642,F1,501.04,오포,0,0.26018301931981475,0.011442200223535046,0.011704055564425993,359.0807,0.716670724892224,24,5,6,Summer,2023
GBMD,L,2023-05-24,2023-06-24,129.8808,5.7064,5.2103,F3,705.52,오포,0,0.1840923007143667,0.008088218618891032,0.007385049325320332,564.7225,0.8004344313414219,31,5,6,Summer,2023
KCMD,L,2023-06-18,2023-07-01,400.0819,6.281,6.7817,F3,773.39,산천,1,0.5173093781921153,0.008121387656938931,0.008768797114004577,360.24539999999996,0.46580043703694124,13,6,7,Summer,2023
GBMD,P,2023-06-15,2023-09-08,395.6664,6.379,6.8881,F2,974.67,오포,0,0.40594909046138694,0.006544779258620867,0.007067109893605015,565.7365,0.5804390203863872,85,6,9,Fall,2023
GBMD,C,2023-05-27,2023-06-10,131.4664,6.8921,6.1779,F3,800.24,수성,0,0.16428371488553434,0.008612541237628711,0.007720058982305308,655.7036,0.8193836848945317,14,5,6,Summer,2023
KCMD,L,2023-06-27,2023-07-21,393.8334,6.1305,6.6871,F3,781.02,수성,1,0.5042552047322731,0.007849350848889913,0.008562008655348135,374.369,0.4793334357634888,24,6,7,Summer,2023
GBMD,Y,2023-05-15,2023-07-08,131.5489,5.9034,6.0131,F2,800.75,수성,0,0.1642821105213862,0.0073723384327193265,0.007509334998438963,657.2846,0.8208362160474555,54,5,7,Summer,2023
GBMD,C,2023-04-10,2023-05-08,331.4257,6.1241,5.869,F3,905.61,산천,0,0.3659695674738574,0.0067624032420136706,0.0064807146564194295,562.1912,0.6207873146277094,28,4,5,Spring,2023
JJBB,Y,2023-05-10,2023-08-19,131.5497,7.3777,5.7507,F2,1789.2,수성,0,0.07352431254191817,0.004123463000223563,0.0032141180415828302,1644.5219,0.9191381064162754,101,5,8,Summer,2023
KCMD,L,2023-04-18,2023-07-18,321.2738,5.5811,5.7215,F3,697.74,산천,0,0.4604491644452088,0.007998824777137616,0.008200045862355605,365.16360000000003,0.523351964915298,91,4,7,Summer,2023
JJBB,L,2023-05-23,2023-06-06,127.9483,5.7321,6.0013,F2,1784.4,오포,0,0.07170382201300157,0.0032123402824478817,0.003363203317641784,1644.7183,0.9217206343869088,14,5,6,Summer,2023
JJBB,L,2023-04-08,2023-06-17,317.0496,5.7923,5.9791,F1,1975.93,수성,0,0.1604558865951729,0.0029314297571270236,0.0030259675190922753,1647.109,0.8335867161286077,70,4,6,Summer,2023
KCMD,L,2023-06-25,2023-07-02,391.796,6.3238,6.6706,F2,750.23,창하,1,0.5222345147488103,0.008429148394492356,0.00889140663529851,345.43960000000004,0.4604449302213988,7,6,7,Summer,2023
KCMD,L,2023-05-12,2023-08-28,130.152,7.0453,6.1854,F1,486.84,창하,0,0.26734039930983483,0.014471489606441542,0.01270520088735519,343.45730000000003,0.7054829101963686,108,5,8,Summer,2023
KCMD,K,2023-06-04,2023-06-09,397.1787,6.2879,6.6632,F3,756.9,창하,0,0.5247439556084027,0.008307438234905536,0.00880327652265821,346.7702,0.45814532963403354,5,6,6,Summer,2023
KCMD,Y,2023-04-29,2023-07-14,321.8639,6.886,5.7861,F2,710.2,산천,0,0.45320177414812723,0.009695860321036327,0.00814714165023937,375.66400000000004,0.528955223880597,76,4,7,Summer,2023
JJBB,K,2023-05-29,2023-06-07,128.5469,6.0249,6.2586,F3,1795.36,수성,0,0.0715995120755726,0.003355817217716781,0.0034859860974957675,1654.5295999999998,0.9215586846092149,9,5,6,Summer,2023
KCMD,Y,2023-06-14,2023-08-09,398.6075,6.3729,6.7066,F3,796.9,창하,0,0.5001976408583261,0.007997113816037144,0.008415861463169782,385.21299999999997,0.48338938386246705,56,6,8,Summer,2023
KCMD,K,2023-05-19,2023-07-13,128.1805,6.5654,6.2996,F3,477.06,창하,0,0.2686884249360667,0.01376221020416719,0.013205047583113234,336.0145,0.7043443172766528,55,5,7,Summer,2023
KCMD,P,2023-04-21,2023-05-16,319.3504,7.593937499999999,6.075,F3,702.19,산천,0,0.4547920078611201,0.010814647744912344,0.008651504578532875,369.1706625000001,0.5257418398154347,25,4,5,Spring,2023
GBMD,L,2023-06-03,2023-07-02,404.9921,6.3069,6.7407,F3,1083.02,수성,1,0.3739470185222803,0.005823438163653488,0.006223984783291168,664.9802999999999,0.614005558530775,29,6,7,Summer,2023
GBMD,L,2023-05-03,2023-07-10,131.3348,5.6767,5.9362,F3,701.7,산천,0,0.18716659541114436,0.008089924469146359,0.008459740629898817,558.7523,0.7962837394898103,68,5,7,Summer,2023
KCMD,L,2023-04-04,2023-04-19,328.1445,7.3819,6.1701,F1,730.1,창하,0,0.4494514450075332,0.010110806738802902,0.008451034104917134,388.40350000000007,0.5319867141487468,15,4,4,Spring,2023
GGMD,K,2023-04-01,2023-04-23,310.5913,5.4606,6.0517,F3,2676.21,창하,0,0.11605640065615179,0.0020404228367728993,0.002261294890909159,2354.1064,0.8796418816161662,22,4,4,Spring,2023
KCMD,C,2023-06-11,2023-08-01,398.5651,6.5151,6.8594,F2,791.36,창하,1,0.5036457490901738,0.008232789122523251,0.008667862919530934,379.42040000000003,0.47945359886777195,51,6,8,Summer,2023
KCMD,L,2023-06-21,2023-12-01,400.2456,6.3632,6.7694,F1,769.83,오포,1,0.5199142667861736,0.0082657210033384,0.008793369964797423,356.4518,0.46302664224569057,163,6,12,Winter,2023
JJBB,K,2023-04-11,2023-04-27,311.2137,6.7857,5.9,F2,2016.98,산천,0,0.15429686957728883,0.0033642872016579244,0.0029251653462106716,1693.0806,0.8394136778748426,16,4,4,Spring,2023
GBMD,K,2023-04-03,2023-06-22,316.4374,6.7075,5.8611,F3,889.03,오포,0,0.3559355702282263,0.007544739772561105,0.006592690910317988,560.0239999999999,0.6299269990888945,80,4,6,Summer,2023
KCMD,Y,2023-05-27,2023-06-05,131.4573,5.6427,6.3283,F2,527.25,창하,1,0.2493263157894737,0.010702133712660027,0.012002465623518255,383.82169999999996,0.727969084874348,9,5,6,Summer,2023
KCMD,P,2023-05-25,2023-05-31,128.333,6.7061,6.8963,F2,497.14,오포,0,0.2581425755320433,0.013489359134247899,0.013871947539928391,355.2046,0.7144961177937805,6,5,5,Spring,2023
