prod,insp,wtcd,origin,ingr_C,ingr_extra,A_P,extra_P,duration,date_month,label
GGMD,L,F2,창하,5.7679,2350.8103,0.0524739985480099,0.9429152511100504,19,5,0
JJBB,K,F3,수성,6.788,1648.5052999999998,0.1940808190543627,0.7995117586292187,59,6,1
KCMD,K,F3,창하,6.6897,343.45969999999994,0.5233023915253331,0.459391819592317,13,6,0
JJBB,Y,F3,창하,5.5449,1699.2836,0.07140151720695,0.922090446371401,43,5,0
KCMD,L,F3,창하,6.5836,345.94930000000005,0.5215645931737517,0.4615980839537801,112,6,1
KCMD,K,F3,오포,6.9584,361.2974000000001,0.5166609458674752,0.4662202722756308,10,6,1
JJBB,Y,F3,창하,6.8834,1705.8945,0.1601911207760158,0.8336279228870916,110,4,0
GGMD,K,F3,산천,6.8136,2353.7583000000004,0.1441681189393227,0.8510287513829734,5,6,0
KCMD,K,F3,산천,6.0566,368.7097999999999,0.4594773193687638,0.5218453046493524,8,4,0
KCMD,L,F2,창하,6.4342,338.2955,0.5313282157399373,0.45163273479741,15,6,0
KCMD,L,F3,산천,6.7985,378.9147,0.5042010524451641,0.4793112302982771,7,6,1
GGMD,Y,F2,산천,6.8521,2356.3201,0.1440818663593637,0.8512194337775497,165,6,0
KCMD,L,F3,산천,6.1005,363.9753,0.4533440542420028,0.5273170201668985,29,4,0
GBMD,C,F2,산천,5.8681,563.3026,0.1861853073123788,0.797190246387682,13,5,0
KCMD,Y,F2,오포,6.6439,354.4642,0.5192560037670696,0.4636428085596191,14,6,0
GBMD,C,F2,창하,6.7816,577.9563,0.4076745257968516,0.5791203318670528,44,6,0
GBMD,L,F2,산천,5.7008,568.1694,0.3615946368419894,0.6254479205653772,13,4,0
KCMD,Y,F2,산천,6.7555,368.299,0.5145050386807818,0.4686214881921824,14,6,1
KCMD,L,F3,산천,6.3879,361.6322,0.2597569141770346,0.7164438545051114,19,5,1
JJBB,C,F3,산천,6.115,1686.4319,0.071873384236157,0.9217338478271564,45,5,0
JJBB,C,F3,수성,6.1273,1646.0844,0.0735089954184825,0.9197029835735836,44,5,0
GBMD,L,F3,오포,6.9245,559.9978,0.4102768205244262,0.5760642314141403,10,6,0
KCMD,L,F3,수성,6.5774,374.21629999999993,0.2482900550344934,0.7251691729323307,54,5,0
KCMD,C,F3,산천,6.1285,361.5198,0.4682531458179126,0.5146042817286341,60,4,0
KCMD,C,F3,산천,6.2904,374.2367,0.4544366455250176,0.5274653981677238,77,4,0
JJBB,K,F2,오포,6.6526,1639.0283,0.1618276465663766,0.8315930388898753,45,4,0
KCMD,L,F1,오포,6.6343,353.41889999999995,0.5176532023337592,0.465459705777766,13,6,1
KCMD,C,F3,수성,6.147,377.445,0.2525049911694694,0.7245738309145358,115,5,0
KCMD,K,F3,오포,6.1057,350.90180000000004,0.4683209836926398,0.5118320254383151,27,4,0
KCMD,C,F3,수성,6.4766,378.0934625,0.446166447767939,0.5339624376844752,39,4,1
GBMD,L,F3,창하,5.4912,582.5723,0.349970157411456,0.6368302361171841,28,4,0
KCMD,P,F2,오포,6.6266,345.6994,0.5262414449171576,0.4567547498876939,177,6,0
KCMD,C,F3,수성,5.6599,371.7806,0.512444100403543,0.4717908174919418,82,6,0
JJBB,L,F3,산천,6.2466,1684.7205,0.1586889777236183,0.8345447385237253,45,4,0
KCMD,L,F3,오포,6.5339,354.115,0.2592327272727273,0.7153838383838385,13,5,0
GBMD,P,F2,오포,5.8074,564.0427,0.1816170079813673,0.8010377197716363,18,5,0
KCMD,L,F3,오포,6.3341,356.72040000000004,0.4702297116752144,0.5124630435719519,162,4,1
KCMD,C,F3,수성,6.2387,376.0415,0.2522869860516873,0.7214779071775292,18,5,0
JJBB,L,F3,오포,6.0398,1647.2293,0.1619711081927467,0.832018032124457,33,4,1
KCMD,C,F3,산천,6.5101,367.1435,0.4552015082653514,0.5263781559592252,68,4,0
KCMD,P,F3,창하,6.3284,382.1938,0.2454389276589253,0.728737749304046,91,5,0
GGMD,L,F3,산천,6.0754,2348.9322,0.0523970477868434,0.9427064361939086,9,5,0
KCMD,L,F3,산천,5.702,371.214,0.4578876175081883,0.5263431026415415,302,4,0
KCMD,P,F3,창하,6.267,380.9293,0.2452917169626947,0.7298754574543505,44,5,0
KCMD,K,F3,수성,6.8229,381.85260000000005,0.4996706749958818,0.4838538248077143,124,6,0
JJBB,K,F3,오포,6.7585,1637.1198,0.1926553434629044,0.8008687101918617,52,6,1
KCMD,L,F2,오포,6.08,359.2916,0.2602334591694814,0.7138716471289489,16,5,0
GBMD,K,F3,창하,6.0077,584.6544000000001,0.1771118825247265,0.8053756508802381,9,5,0
KCMD,K,F2,창하,6.345,371.7803,0.4548741613113268,0.5262581037850692,42,4,0
GGMD,C,F3,창하,5.8892,2363.2319625,0.1188540021502984,0.8761472444666889,86,4,0
JJBB,K,F3,창하,5.9618,1696.2853,0.0699692937563971,0.9235203837191576,10,5,1
KCMD,K,F2,수성,6.3528,368.78100000000006,0.4479201552858011,0.5342019874264856,6,4,0
KCMD,K,F3,산천,5.6275,369.9635,0.2504630771338539,0.7240982130624547,71,5,0
JJBB,P,F3,산천,5.5529,1824.1066,0.0,0.9934030780625416,125,5,0
KCMD,C,F2,오포,6.694,360.7524,0.5140817520145567,0.4688749675071484,21,6,0
KCMD,Y,F3,수성,5.3807,374.794,0.2541396166628024,0.7241556534508077,50,5,0
KCMD,C,F3,수성,5.7859,377.0479,0.2521741631197515,0.7228956248322405,100,5,0
JJBB,C,F2,수성,6.7747,1638.8326,0.0737318017972564,0.9187156847905912,18,5,0
KCMD,K,F3,수성,6.8532,374.0812,0.5068294639787069,0.4763969792290156,13,6,0
GBMD,K,F3,창하,6.8345,581.9146000000001,0.4025983098139189,0.5840522311660679,75,6,0
GBMD,L,F3,산천,6.8983,564.5728,0.4042620600008253,0.5824421243758511,62,6,0
GBMD,Y,F2,오포,6.6084,563.6255,0.407640253174962,0.5791228268464099,154,6,0
KCMD,C,F3,수성,6.4331,376.9255999999999,0.2527683648378669,0.7240771476871061,11,5,1
KCMD,L,F2,산천,6.6614,368.2526,0.5095614689759889,0.4738561906477597,24,6,0
KCMD,K,F3,오포,6.667,348.3435999999999,0.2616949810896453,0.7121406521516915,5,5,0
GBMD,C,F3,산천,6.1126,557.5036,0.1873368837752399,0.7938706461994134,4,5,0
KCMD,L,F1,창하,6.7461,336.20070000000004,0.5328626516348445,0.4501522373671103,12,6,0
KCMD,C,F1,산천,5.5889,360.3051,0.2607089330319971,0.714295824907815,78,5,0
KCMD,L,F2,오포,5.3647,354.7292625,0.2578708245029771,0.7159738873751136,24,5,0
KCMD,Y,F2,창하,6.819,382.5649,0.5019046600035246,0.4815650411621057,9,6,1
JJBB,L,F3,수성,6.3985,1643.451,0.1614645109691527,0.8318996325055428,79,4,0
GBMD,L,F1,오포,6.8081,566.1761999999999,0.4067509321096407,0.5799321915843815,26,6,0
KCMD,K,F3,수성,6.4126,379.1466,0.2460229717271051,0.7282317916410571,154,5,0
KCMD,L,F1,산천,5.9287,363.9544625,0.4607547035042356,0.5199275188925873,47,4,1
KCMD,K,F3,수성,5.7178,382.7097625,0.2455296246904172,0.7291098542579538,45,5,0
KCMD,K,F3,수성,6.1121,380.381,0.2465478675527127,0.7284619951356838,33,5,0
KCMD,C,F3,수성,6.7435,369.5704,0.5085876446190788,0.4745565442942075,7,6,1
KCMD,C,F3,산천,6.4613,368.1632000000001,0.510827386147764,0.4725614827745547,19,6,1
KCMD,K,F3,오포,6.5198,350.50620000000004,0.4711854670573999,0.5110239251191883,5,4,0
GBMD,Y,F2,오포,6.7157,566.0215,0.1852545357223349,0.7973032172639171,31,5,1
KCMD,L,F3,산천,5.9614,360.9819,0.4593592044697912,0.5225109284080711,201,4,1
JJBB,C,F3,수성,6.1059,1653.7784,0.1637751100801815,0.8303225838843618,45,4,0
GBMD,C,F2,창하,5.7703,578.5264999999999,0.3541364262746899,0.6327257912811426,68,4,0
GBMD,L,F3,수성,6.0514,657.1766,0.3219135451945892,0.6663860552840253,2,4,0
KCMD,L,F3,창하,6.6682,378.2947999999999,0.510806328559815,0.4731346382340065,35,6,0
KCMD,C,F3,창하,5.7339,341.7554,0.4723048931442292,0.5096795072554546,7,4,0
JJBB,C,F2,산천,6.318,1693.956,0.1615557497876268,0.83179360769159,4,4,0
JJBB,L,F1,산천,6.632,1692.8797,0.189054394538678,0.8047842188331938,3,6,1
JJBB,K,F3,오포,6.1278,1640.0661,0.0726820282182992,0.9197113680716,9,5,0
KCMD,L,F2,수성,6.4137,371.4318999999999,0.253055463624506,0.7230943991278447,3,5,0
KCMD,K,F2,오포,6.6937,348.4843000000001,0.5234314720812182,0.4594690487177797,42,6,0
JJBB,L,F3,창하,6.8738,1646.5821,0.160739271857184,0.8329490947536689,16,4,0
KCMD,L,F3,산천,6.6402,374.6284,0.4483946378711038,0.5336890990939654,43,4,0
GBMD,C,F3,오포,6.2662,567.2184,0.3512688960146587,0.6337423326592405,7,4,0
KCMD,L,F3,창하,5.9859,382.4367,0.2443604129692181,0.7298271025362111,149,5,0
JJBB,K,F3,수성,5.8834,1644.645,0.1582747063573071,0.8351716153014123,63,4,0
KCMD,L,F3,창하,6.9347,340.2393,0.5277426250534416,0.454573669303121,152,6,1
KCMD,K,F3,창하,6.0053,343.5825,0.4711906533710374,0.5113595773180533,23,4,0
JJBB,L,F1,산천,6.0734,1691.5469,0.0712400710417642,0.9215527310764136,23,5,0
GBMD,L,F3,오포,6.0152,566.9251999999999,0.360909281235882,0.6246903132678808,6,4,1
JJBB,L,F1,창하,6.6644,1695.4454,0.190552612375257,0.8033991679065933,11,6,0
KCMD,C,F2,오포,5.737,347.1900999999999,0.4748557397176182,0.507454324885264,85,4,0
GBMD,K,F3,창하,5.7697,573.2596,0.1796190942815146,0.8024912157905788,15,5,0
KCMD,L,F3,창하,5.8853,382.5198625,0.4455813009268333,0.5355470871951391,6,4,0
JJBB,C,F2,오포,5.8758,1654.5128,0.1578503813244517,0.8361911019240585,9,4,0
KCMD,Y,F3,창하,6.5943,382.78800000000007,0.505772242970809,0.4781323773716884,1,6,1
GBMD,C,F2,산천,6.9539,560.306,0.4147567335857684,0.5718633584747753,25,6,0
KCMD,Y,F2,수성,6.7479,379.4591,0.5071863738526639,0.4764619982169987,18,6,0
KCMD,L,F3,창하,5.964,345.3727,0.2684861774289403,0.7077744533475419,13,5,0
JJBB,Y,F2,오포,6.7541,1642.5891,0.1945860832940192,0.798889688680943,43,6,0
KCMD,Y,F3,창하,6.3563,382.60050000000007,0.4394230850868131,0.5413979255401945,137,4,0
KCMD,C,F3,오포,5.3783,360.8688,0.2606025910225427,0.7148464799334415,23,5,1
KCMD,K,F3,산천,6.7338,364.1519,0.2534768139769823,0.7213356971653824,14,5,0
KCMD,K,F3,수성,6.1213,374.1951,0.2493455981019428,0.7277087182279613,17,5,0
JJBB,K,F3,산천,6.6742,1699.1857000000002,0.1886484155046402,0.8053699841692656,31,6,1
GGMD,Y,F2,산천,6.3172,2353.1668,0.0526680869979616,0.9423711790218134,24,5,0
JJBB,C,F2,오포,5.7722,1641.915,0.1632501227158407,0.8308823901503459,24,4,1
KCMD,L,F1,창하,6.7029,343.9266,0.5252975208809916,0.457422195031122,72,6,1
JJBB,Y,F2,수성,6.1082,1639.0185,0.1655956489008574,0.8280924280163898,51,4,0
KCMD,P,F2,오포,6.8012,356.4671000000001,0.5178451323393208,0.4650035873152533,77,6,0
GBMD,K,F3,산천,6.0397,565.7506,0.1814794660318,0.8017325624238302,83,5,0
KCMD,L,F3,오포,6.6829,351.2075,0.522157588161209,0.4607571106213265,167,6,0
GBMD,L,F3,산천,5.8702,561.0834,0.3627649733806566,0.622319653948536,70,4,0
KCMD,K,F3,산천,6.7514,363.5574,0.5148885454896659,0.4681699826154143,34,6,0
GGMD,K,F3,창하,6.4254,2354.4394,0.120962103456857,0.8744988170098018,31,4,1
KCMD,L,F1,오포,5.7829,349.34,0.4662999438915631,0.5158137199893689,68,4,0
KCMD,L,F3,창하,5.9403,337.8946,0.4811091175990866,0.5010225233908157,5,4,0
KCMD,K,F3,산천,6.739,366.74230000000006,0.511307678442682,0.4721679627150068,31,6,0
KCMD,L,F3,오포,5.9576,345.0013,0.4696786796601105,0.5125101016103155,14,4,0
KCMD,C,F3,수성,6.3682,376.0682000000001,0.4585950781130448,0.5231670909672663,31,4,1
KCMD,C,F3,수성,6.8082,379.8115,0.504073134403716,0.479414697566394,3,6,0
KCMD,Y,F3,창하,7.1254,345.457,0.2676880987734678,0.7026768097959848,12,5,0
JJBB,K,F3,오포,5.9767,1640.0869,0.071833132929529,0.9215317405913224,155,5,0
GBMD,K,F3,산천,5.9253,560.6176,0.1837807347823606,0.7995573050373668,42,5,0
KCMD,K,F3,창하,5.6362,340.89340000000004,0.267214850249584,0.7090128951747089,55,5,0
JJBB,K,F3,수성,6.7306,1653.062,0.1930208252615265,0.8005918248740798,97,6,0
KCMD,P,F3,산천,6.0838,369.32200000000006,0.4573699027469714,0.5251123244042541,1,4,0
GGMD,C,F2,창하,5.481,2346.3007,0.1193930870119051,0.8764697290613711,44,4,0
KCMD,L,F1,오포,5.8642,359.0807,0.2601830193198147,0.716670724892224,24,5,0
GBMD,L,F3,오포,5.2103,564.7225,0.1840923007143667,0.8004344313414219,31,5,0
KCMD,L,F3,산천,6.7817,360.2454,0.5173093781921153,0.4658004370369412,13,6,1
GBMD,P,F2,오포,6.8881,565.7365,0.4059490904613869,0.5804390203863872,85,6,0
GBMD,C,F3,수성,6.1779,655.7036,0.1642837148855343,0.8193836848945317,14,5,0
KCMD,L,F3,수성,6.6871,374.369,0.5042552047322731,0.4793334357634888,24,6,1
GBMD,Y,F2,수성,6.0131,657.2846,0.1642821105213862,0.8208362160474555,54,5,0
GBMD,C,F3,산천,5.869,562.1912,0.3659695674738574,0.6207873146277094,28,4,0
JJBB,Y,F2,수성,5.7507,1644.5219,0.0735243125419181,0.9191381064162754,101,5,0
KCMD,L,F3,산천,5.7215,365.1636,0.4604491644452088,0.523351964915298,91,4,0
JJBB,L,F2,오포,6.0013,1644.7183,0.0717038220130015,0.9217206343869088,14,5,0
JJBB,L,F1,수성,5.9791,1647.109,0.1604558865951729,0.8335867161286077,70,4,0
KCMD,L,F2,창하,6.6706,345.43960000000004,0.5222345147488103,0.4604449302213988,7,6,1
KCMD,L,F1,창하,6.1854,343.45730000000003,0.2673403993098348,0.7054829101963686,108,5,0
KCMD,K,F3,창하,6.6632,346.7702,0.5247439556084027,0.4581453296340335,5,6,0
KCMD,Y,F2,산천,5.7861,375.664,0.4532017741481272,0.528955223880597,76,4,0
JJBB,K,F3,수성,6.2586,1654.5295999999998,0.0715995120755726,0.9215586846092148,9,5,0
KCMD,Y,F3,창하,6.7066,385.213,0.5001976408583261,0.483389383862467,56,6,0
KCMD,K,F3,창하,6.2996,336.0145,0.2686884249360667,0.7043443172766528,55,5,0
KCMD,P,F3,산천,6.075,369.1706625000001,0.4547920078611201,0.5257418398154347,25,4,0
GBMD,L,F3,수성,6.7407,664.9802999999999,0.3739470185222803,0.614005558530775,29,6,1
GBMD,L,F3,산천,5.9362,558.7523,0.1871665954111443,0.7962837394898103,68,5,0
KCMD,L,F1,창하,6.1701,388.40350000000007,0.4494514450075332,0.5319867141487468,15,4,0
GGMD,K,F3,창하,6.0517,2354.1064,0.1160564006561517,0.8796418816161662,22,4,0
KCMD,C,F2,창하,6.8594,379.4204,0.5036457490901738,0.4794535988677719,51,6,1
KCMD,L,F1,오포,6.7694,356.4518,0.5199142667861736,0.4630266422456905,163,6,1
JJBB,K,F2,산천,5.9,1693.0806,0.1542968695772888,0.8394136778748426,16,4,0
GBMD,K,F3,오포,5.8611,560.0239999999999,0.3559355702282263,0.6299269990888945,80,4,0
KCMD,Y,F2,창하,6.3283,383.8217,0.2493263157894737,0.727969084874348,9,5,1
KCMD,P,F2,오포,6.8963,355.2046,0.2581425755320433,0.7144961177937805,6,5,0
KCMD,L,F1,수성,6.8517,368.0216,0.5113184953460345,0.4718346624272417,37,6,0
KCMD,K,F3,오포,6.3777,354.5681000000001,0.4599335962121988,0.5197497764552398,21,4,0
JJBB,P,F2,수성,6.7464,1644.3022,0.1947266437331156,0.7989340757584591,50,6,0
KCMD,L,F2,창하,6.7256,383.4486,0.5012105051318173,0.4823010163010666,54,6,0
KCMD,L,F3,산천,6.7482,364.5325,0.5093842755035738,0.4737264457439896,11,6,0
KCMD,C,F3,창하,6.3667,338.91810000000004,0.2723384475226204,0.7017373749922355,16,5,1
KCMD,K,F3,오포,6.5016,348.2452,0.2625636672325976,0.7123472497801051,1,5,1
JJBB,K,F3,창하,6.8392,1646.0756,0.1928930175085256,0.8007879079768628,116,6,0
KCMD,K,F3,창하,6.6054,343.63450000000006,0.5252470278114307,0.4574900483271871,25,6,0
KCMD,K,F3,창하,6.3087,379.747,0.247189715801003,0.7297073461309352,83,5,0
KCMD,C,F2,창하,6.0427,343.7533,0.4754835300334684,0.5045994069637719,25,4,0
KCMD,L,F3,창하,6.5034,348.0623999999999,0.4657125478444056,0.5163670889831765,7,4,0
KCMD,C,F2,창하,6.1539,342.585,0.2700699817349724,0.7030701664374988,42,5,1
KCMD,C,F2,창하,5.7637,379.8173000000001,0.4524658952582165,0.5314285514404444,12,4,0
KCMD,K,F3,오포,6.7184,356.3412000000001,0.5133516888865468,0.4694382673762977,20,6,0
GBMD,K,F3,오포,5.9604,572.3111,0.1804821706077534,0.8012531675696866,60,5,0
JJBB,L,F3,산천,5.7377,1695.6548,0.070822416184028,0.9221278516464096,9,5,0
KCMD,C,F3,오포,6.811,350.39760000000007,0.5232612770866379,0.4593390401531141,15,6,0
JJBB,K,F3,오포,6.8374,1638.846,0.1961395817316581,0.7974376441507635,5,6,0
GGMD,L,F3,수성,5.884,2297.3876,0.0525805816723592,0.9420039937182992,2,5,0
KCMD,C,F3,창하,6.3843,350.99589999999995,0.4702394450354868,0.5115290671407959,19,4,0
GBMD,L,F3,오포,6.8915,555.0024000000001,0.3621526686717242,0.6228423935000225,199,4,0
KCMD,K,F2,산천,6.1143,367.7445,0.2546303096954105,0.7221863278411657,62,5,0
KCMD,K,F3,오포,5.9832,359.923,0.4673860582146737,0.5145579573397381,26,4,0
KCMD,C,F1,오포,6.6537,360.26989999999995,0.5132182588849038,0.4698661884577763,77,6,0
KCMD,C,F2,오포,6.7151,347.4298999999999,0.5247793690984861,0.4581815424381494,52,6,0
KCMD,L,F2,수성,6.6965,380.2565000000001,0.4986265913927792,0.4845945532630721,61,6,0
KCMD,C,F3,오포,6.1965,356.1828,0.4672410400358833,0.5153629563179142,78,4,0
KCMD,L,F3,창하,5.9165,346.6043,0.4717872836120204,0.5110800967294818,59,4,0
GBMD,L,F3,오포,6.0451,569.6873625,0.1829018069757669,0.797993223840874,28,5,1
JJBB,L,F1,산천,6.6564,1688.2711000000002,0.1915369702498895,0.8022081414852722,3,6,1
GBMD,C,F3,창하,5.9778,577.5689,0.3548648914971423,0.6323700921891081,41,4,1
JJBB,C,F3,산천,6.2568,1692.3411625,0.0715966089336532,0.920866682174592,10,5,0
KCMD,L,F1,오포,6.9376,353.7932,0.5203401013901955,0.4622572384237483,89,6,1
KCMD,C,F3,오포,6.8399,356.2504,0.5180439858598244,0.4647087828230782,121,6,0
GBMD,Y,F2,수성,5.6493,669.5135,0.3224082999592554,0.6653418068709194,6,4,0
JJBB,Y,F3,오포,6.7486,1647.8446,0.1926066645601925,0.801032788080597,4,6,0
KCMD,K,F2,산천,6.6961,366.25160000000005,0.5068263792273986,0.4762142272035783,71,6,0
JJBB,C,F3,오포,6.8394,1649.3817,0.1930953224577361,0.8005657996282041,13,6,0
KCMD,K,F3,오포,6.677,358.4573,0.5108255273177609,0.4722570912875644,101,6,0
GBMD,K,F3,오포,5.7721,559.8278,0.1835428473540706,0.799171746299125,20,5,0
GBMD,L,F3,오포,6.9353,561.375,0.4038394645358792,0.5825507186219063,46,6,0
GBMD,Y,F2,창하,6.4741,592.0242,0.1785865374171826,0.8037691430433366,43,5,0
KCMD,Y,F2,창하,6.8087,346.7863,0.5249663375224417,0.4577916094624564,80,6,0
GGMD,C,F1,창하,6.8616,2354.4174000000003,0.1457768941553427,0.849534678973234,30,6,0
JJBB,K,F3,산천,5.8354,1689.2841,0.1571449450560339,0.836933888883384,120,4,0
GBMD,K,F3,창하,6.5598,575.4515,0.3986152808575429,0.5880294499340902,53,6,0
KCMD,Y,F3,산천,6.5825,366.9926,0.5108012259194397,0.4725875656742557,33,6,0
KCMD,L,F1,산천,6.7532,359.99870000000004,0.5124827559178554,0.4702914511156399,51,6,0
KCMD,C,F2,창하,6.7231,341.8131000000001,0.5328290634297901,0.4500027646857474,29,6,1
KCMD,K,F3,오포,6.822,351.08219999999994,0.51736405053903,0.4649725849601356,99,6,0
JJBB,C,F3,수성,6.0745,1641.895,0.1670501336797426,0.8266971788791042,35,4,0
KCMD,Y,F2,산천,6.7741,367.1029,0.5104107490053179,0.4726869938065745,23,6,0
KCMD,C,F2,창하,5.8434,382.8101,0.2501384135675716,0.7278312038938323,40,5,0
KCMD,Y,F3,오포,5.6906,353.28520000000003,0.2644707893413776,0.7104780291603822,54,5,0
KCMD,L,F3,창하,6.6392,336.9836,0.5290809924904956,0.452697645051653,277,6,0
GGMD,L,F3,창하,6.3669,2364.2429,0.1169070575340429,0.8784272046666295,35,4,0
JJBB,Y,F3,오포,6.4408,1633.5171,0.1620057229268392,0.8317169798831994,55,4,0
KCMD,C,F2,창하,6.0144,377.8391,0.2523860867563263,0.7248989889300309,42,5,0
KCMD,C,F3,오포,6.9723,354.95429999999993,0.5214987197650087,0.4613450915660457,161,6,1
GBMD,K,F3,산천,5.7525,556.748,0.184485710598391,0.798353815047966,93,5,1
GBMD,Y,F3,산천,6.8435,562.5708,0.4084798133933434,0.5780807053238386,150,6,0
JJBB,C,F3,수성,6.8241,1643.9261,0.1918372373163226,0.8017313591518043,76,6,0
KCMD,K,F3,산천,6.9457,362.0739,0.5117506703808804,0.4713153784072271,9,6,0
KCMD,K,F3,창하,6.8037,346.3816,0.5217110428060091,0.4609018934706532,4,6,0
KCMD,K,F3,산천,6.8397,364.1038,0.5159842196420552,0.4671291295144012,32,6,1
GBMD,P,F2,창하,6.3152,583.2594,0.1773212953496725,0.8058072448951397,29,5,1
GBMD,L,F1,산천,5.9462,554.8426,0.1872380938715185,0.7961467047394929,1,5,0
KCMD,K,F3,산천,6.7312,368.0723,0.5074182913585354,0.4758653100274086,10,6,1
GBMD,Y,F2,산천,6.2405,568.3415,0.1844710830704521,0.7968335085874518,9,5,0
KCMD,L,F1,오포,6.2392,358.6414,0.458467975492265,0.5219411174013651,10,4,0
GBMD,L,F1,창하,5.8141,577.1855,0.3599625415300427,0.6266807452606893,32,4,0
GBMD,L,F3,오포,6.7692,568.3797999999999,0.4123436126019588,0.5744865924780415,43,6,0
KCMD,L,F1,수성,5.8569,371.4359,0.2535769260670139,0.7219076032029852,85,5,0
JJBB,C,F2,산천,6.0984,1683.5223,0.1585273360728961,0.835528110297183,36,4,0
GGMD,K,F3,창하,6.862,2359.2765,0.1440173139240323,0.8513616942962926,73,6,0
KCMD,K,F3,창하,6.6485,344.53510000000006,0.5266485612845105,0.4564346086587886,26,6,1
KCMD,L,F3,창하,6.4931,381.611,0.2489172204977815,0.7266981509340544,3,5,0
KCMD,P,F2,산천,6.4868,371.8297,0.4524486159810713,0.529989024772656,67,4,0
KCMD,L,F3,오포,5.7571,356.6326,0.2592648833467417,0.7172819790828641,7,5,1
JJBB,C,F2,수성,6.125,1650.9068,0.0732918403280807,0.919889228163238,76,5,0
KCMD,Y,F3,수성,6.2854,375.2998,0.2536279500231374,0.7236229369119235,26,5,1
GBMD,C,F3,산천,6.0728,565.1306,0.1856711698358249,0.7977676138850068,137,5,0
GBMD,P,F2,수성,6.8163,658.8047000000001,0.3743682720601929,0.6134807427273067,5,6,1
KCMD,Y,F3,수성,6.6167,375.7401,0.5056124812297982,0.478150339772467,27,6,1
GBMD,K,F2,창하,6.0942,585.6187625,0.1765952681908111,0.8045982118322708,1,5,0
KCMD,P,F3,수성,6.7353,380.1959,0.4486182817561031,0.5331069730919696,103,4,0
KCMD,Y,F3,오포,7.0674,354.2527,0.523330437150675,0.4593942655583364,39,6,0
KCMD,L,F1,창하,6.3237,343.87750000000005,0.4767776962582538,0.5045891415994131,117,4,0
KCMD,K,F2,산천,6.0032,373.2939625,0.2476302432763549,0.7259280137292651,36,5,0
KCMD,L,F1,오포,6.5021,353.24479999999994,0.2629712775827988,0.7125031263867037,64,5,0
KCMD,L,F1,오포,6.2768,349.2141,0.475901385410484,0.5055432343616544,12,4,0
JJBB,L,F3,수성,6.5263,1635.2477,0.0738652705374797,0.918595912726946,12,5,0
KCMD,P,F2,창하,6.4706,344.8006000000001,0.4688911128903121,0.5112246834504641,25,4,1
KCMD,C,F3,수성,6.8417,378.9511999999999,0.5058361279911244,0.4777619203711641,34,6,0
KCMD,C,F3,오포,5.6839,350.771,0.4785175627240143,0.5028974910394265,52,4,0
KCMD,L,F3,수성,6.8381,374.6336,0.5094438259109312,0.4739797570850202,49,6,0
KCMD,Y,F2,오포,6.2232,354.1039999999999,0.4703156129368052,0.5119551231078404,31,4,0
KCMD,K,F3,산천,6.3862,372.66620000000006,0.4497740879927982,0.5325096094765872,87,4,0
GBMD,C,F1,창하,6.4193,579.9774,0.1813549036644737,0.7998915966734246,46,5,1
KCMD,Y,F3,창하,6.7486,383.1237,0.4975474810012559,0.4860680529300567,147,6,1
KCMD,K,F3,창하,6.2279,374.51240000000007,0.4590096544004476,0.5240134322093186,13,4,0
KCMD,C,F3,오포,5.689,352.2824,0.4710969295255776,0.510946669180675,38,4,0
GBMD,C,F3,산천,6.6053,553.2674,0.1886670204831029,0.7936017556945321,17,5,1
KCMD,K,F3,수성,6.4713,374.0694,0.2493632354940849,0.7266446512170011,2,5,1
KCMD,K,F3,창하,5.8351,387.1224625,0.2430141361454435,0.7316068762520316,181,5,0
KCMD,C,F3,산천,6.1904,362.6269,0.2593528228985964,0.7148456473742312,32,5,0
JJBB,K,F3,오포,6.9388,1644.1396,0.1938437820671812,0.7995893455498655,8,6,0
KCMD,K,F3,산천,6.598,371.0770999999999,0.5098348764446715,0.4738868526913989,21,6,1
KCMD,Y,F2,산천,5.6792,370.8586,0.2555588583862757,0.7205195158438732,68,5,0
GBMD,Y,F2,창하,6.8601,587.7237,0.3962250577715261,0.5904990455139154,4,6,0
JJBB,K,F3,수성,6.3223,1656.7007,0.1625479589532579,0.8313223273201695,32,4,0
KCMD,K,F3,창하,6.2987,383.3714625,0.4326824705462335,0.5474779900035701,110,4,0
JJBB,C,F2,수성,5.8012,1645.9627,0.0734564039546444,0.91937814891359,28,5,0
KCMD,Y,F2,수성,6.7512,376.6608,0.4529204693611474,0.5280464314253269,17,4,0
KCMD,K,F3,산천,6.1509,364.9506,0.4552273480623172,0.5259639413723032,38,4,0
KCMD,C,F3,창하,6.1535,341.1026,0.4666578665500023,0.5145844584911068,97,4,1
KCMD,L,F1,수성,6.1045,375.7736,0.2520739069220236,0.7247460896063569,4,5,0
JJBB,K,F3,수성,6.6042,1641.4279625,0.1928067027775475,0.8002710570964707,29,6,0
KCMD,C,F2,창하,5.9036,382.8617,0.2494053623573135,0.7259693200348895,20,5,0
KCMD,C,F3,오포,6.6181,351.53616249999993,0.2645024935649936,0.7069179586953024,213,5,0
KCMD,C,F3,오포,5.9697,349.04830000000004,0.2667612345879299,0.70783642926671,54,5,0
KCMD,L,F1,오포,5.9888,354.62330000000003,0.2618270159343312,0.7134703444390794,138,5,0
KCMD,K,F3,오포,5.7573,349.0626000000001,0.4739290347974401,0.5088598626762104,10,4,0
